d r kmercov bias length ind
0.0418454140837842 0.00362787872887415 15.6002998397106 0.591370319353637 289738623.859489 WW5-3
0.0402914925953784 0.00429393823315843 20.5094276008416 0.798508367554691 288037050.616522 WW5-5
0.0407752508711799 0.00487313875992694 13.8238506897566 0.709569592015629 306683494.877642 WW2-6
