sim_id	d	r	kmercov	bias	length	kmercov1	kmercov2	bias.1	length.1	het	CI_l_prop	CI_u_prop	theta	X	maternal	paternal	mapping_monosomic	mapping_disomic	simulated_sperm	two_tissue_sperm	mapping_sperm
95212	0.00254540772449874	0.00320644675663595	6.99701244557481	0.0325399339821599	18428513.873603	6.77498177363607	13.9651407858354	0.0501939123816274	19638915.838647	0.115846904593721	0.473610179931767	0.496660278137342	0.003	2	10	9.5	9.70202135769199	19.7355811307779	0.05	-0.061280938079991	-0.0341720970477011
95213	0.00304514982105413	0.00328902476635396	7.01101960823043	0.0277414969830296	18390266.4326256	6.92747435260679	14.0139944103291	0.0320605645400227	19591073.7606587	0.12338407498572	0.483309391547304	0.505341545476166	0.005	2	10	9.5	10.1355084364098	19.7906223524399	0.05	-0.0229586855208885	0.0473971802592535
95249	0.00290170971108093	0.00808034009082298	7.00340754685449	0.0256981564317512	16975100.4718261	6.99332514283436	14.0092370715823	0.0309009015031607	19619262.0883068	0.270511084849353	0.495992231576209	0.502395490339111	1e-04	5	10	9.5	9.99719797839614	19.6651533068936	0.05	-0.0032297634461802	0.032933493025763
95251	0.00252113330950202	0.00794730319975965	6.98004225455426	0.0278963633804117	17054560.5167318	7.01911817081098	13.9766622225669	0.0281068231462997	19655687.4908724	0.269419551411163	0.49899222585321	0.505413269398416	0.001	5	10	9.5	9.93137044026364	19.7291257760925	0.05	0.0087723439834817	0.0134538435796414
95252	0.00145435995207304	0.00803968350053028	7.000805416692	0.0344755265665251	17019915.4989183	6.9880670958684	14.0005008617612	0.037795868949388	19668913.781492	0.26921317483285	0.495990825764675	0.50226876006979	0.003	5	10	9.5	10.0318268383512	19.7487212666758	0.05	-0.00348689697596138	0.0313933259715596
95253	0.0020254808711715	0.00815755993816343	7.00672203308631	0.0302112986517244	16995452.3136886	7.03821631439135	14.0269137273245	0.0304221593089364	19657283.7613697	0.274637127425009	0.498466769571705	0.505063508180107	0.005	5	10	9.5	10.0161853325975	19.8232041162434	0.05	0.00703571746678855	0.0208828552992996
95254	0.483102097094256	5.63667650015883e-05	3.51394339486302	0.0165811646463007	19681374.3672717	7.03011136076152	14.037023088866	0.024757055383488	19697578.2825132	0.517656348130332	0.499667806384524	0.501984939536756	1e-04	10	10	9.5	9.99079612278693	19.8306001744333	0.05	0.00330003771868081	0.0151131170414116
95255	0.485511354190164	-7.21163573057277e-05	3.50116933028368	0.0346426255988375	19773352.5179863	7.04192533121535	14.0032275575951	0.0333412424620843	19717499.3524284	0.515452982879795	0.501696085706719	0.504061380170629	0.001	10	10	9.5	9.95897688794038	19.6602512784286	0.05	0.0114490144447025	0.0258764028024024
95256	0.483750505619303	-6.04278591119333e-05	3.50461042420363	0.0199884079976398	19768558.0899204	7.04120138007101	14.0163434533282	0.0184990518980705	19721430.0667956	0.516975003610449	0.501215062129489	0.503497957855631	0.003	10	10	9.5	9.96482908428587	19.6964104059454	0.05	0.00938182324976389	0.0234071011809087
95257	0.480787600746827	0.000123927820244225	3.53018230166352	0.00880026578650504	19668960.9500605	7.05080777592663	14.0882518359228	0.0236152181796785	19716478.6401199	0.520233830837962	0.499145522060428	0.501803049564077	0.005	10	10	9.5	10.0449266265692	20.0595583344317	0.05	0.00189534537816893	0.00301594225950541
95258	0.0033056733016533	0.00192352014060663	6.83406606739816	0.0199459062899046	18849112.2225119	6.60173101688122	13.6512343864729	0.0337468289757613	19578907.9641081	0.0713284820570854	0.464002199292317	0.503196931567665	1e-04	1	10	9	9.80469431831235	19.3107005619258	0.1	-0.067826506648857	0.0304637824497025
95259	0.00443586989809001	0.00179261974135404	6.8101670978594	0.0217624349936118	18897558.2230237	6.35798915693045	13.590048811677	0.0442064210277328	19584441.075963	0.0631128086599058	0.446405623939984	0.489277425478864	0.001	1	10	9	10.016050423829	19.1854347202053	0.1	-0.137475934016548	0.0845309370087047
95260	0.00449992641818049	0.00185475590508	6.81864658154513	0.0211767979398511	18870997.513905	6.44816531932341	13.6118638392367	0.0413917611030348	19573502.0897601	0.0664556160138618	0.452841178996023	0.494591941916679	0.003	1	10	9	9.84319153874953	19.3422622756582	0.1	-0.110966944108213	0.0349602870660561
95261	0.00307086981505138	0.00186974961381881	6.82322370344014	0.0311265200566711	18900723.5174358	6.56200603562098	13.627326048213	0.045695033953756	19616968.9522235	0.0688741796508826	0.459760556332588	0.503305273662945	0.005	1	10	9	10.1767918061259	19.3122096795183	0.1	-0.0767012365180504	0.102328312553927
95262	0.00219238957162362	0.0030431571714609	6.80411028417028	0.0383492954432526	18491063.8245182	6.75400356136493	13.6035327282739	0.0447383171105825	19621533.1748549	0.114996477531369	0.484349004872065	0.508628877605072	1e-04	2	10	9	9.92704261743992	19.2046764441618	0.1	-0.0141435527352216	0.065418152791764
95263	0.00244393725767678	0.00306213230203388	6.80517862633886	0.030134805100577	18484021.6177515	6.79427447547757	13.6117877692671	0.0342502273932036	19612078.7237185	0.116870396870079	0.487014343010544	0.51127840010991	0.001	2	10	9	9.80006199472578	19.0566501323993	0.1	-0.00342035318058387	0.0554561652104596
95264	0.00292930396806613	0.00313083990470859	6.81013053196699	0.0231853631710899	18464037.4977463	6.77340854148726	13.6183840006038	0.0296438508466531	19614869.6475414	0.118425686636877	0.486829932948147	0.507914897449784	0.003	2	10	9	10.1412483219411	19.2208120896765	0.1	-0.0105658646146813	0.104689730544187
95265	0.00232554592293541	0.00318146019209241	6.82130273934209	0.0250470102517095	18450379.1009365	6.8261718199349	13.6463061946875	0.0279165222119701	19618711.9017923	0.121561318973034	0.488962161978052	0.511480261421819	0.005	2	10	9	9.9834008929051	19.1517392592908	0.1	0.000884455495929304	0.0816417707014693
95266	0.00122894702112331	0.00769541379450472	6.80168786650836	0.050598814524367	17128548.1358585	6.98124334666442	13.665872616599	0.0339307472986658	19625297.0019758	0.270869950830939	0.507497772271088	0.514206957829319	1e-04	5	10	9	9.95594741213763	19.3043757952582	0.1	0.0424872851440653	0.0610207149423485
95267	0.00119325697745804	0.00775763860056908	6.80866007137021	0.0536738127030699	17107364.8264621	6.98777135171299	13.6800244257355	0.0369699913273023	19620307.078636	0.272571594752562	0.507086054396571	0.514516120314062	0.001	5	10	9	9.89506358416539	19.0179211947218	0.1	0.0422907766748888	0.0780395160719033
95268	0.000619514498418198	0.00777265991063073	6.81159021785981	0.0479591593979294	17124570.4144164	6.98498536701736	13.6822954827832	0.0312809815993958	19650146.8152059	0.272535787239951	0.507559700902249	0.513465663709522	0.003	5	10	9	9.86629487844815	19.4728142961692	0.1	0.0411848037090962	0.026329586124022
95269	0.00173279992601793	0.00769985349788314	6.79645325831112	0.041897764391588	17148010.1922536	6.94722275669419	13.6455649056284	0.0295267140528991	19655353.6753679	0.269167535796724	0.506073177614622	0.512165760053491	0.005	5	10	9	9.94520662057811	19.2186538092395	0.1	0.0358244749702555	0.0675460508308346
95270	0.482273271405179	-0.000856820690286629	3.39831149891685	0.0928282404836468	20158667.9351774	7.04519317807401	13.7228681787688	0.0278118894503034	19677631.0727012	0.520645244206659	0.512001524292167	0.514779916190355	1e-04	10	10	9	9.89109527340109	19.3869950610418	0.1	0.0521658055485272	0.0399546738593378
95271	0.483247902459068	-0.00092509161821355	3.39022623405072	0.102256250316754	20208443.313436	7.04113736219498	13.7085574804623	0.0308928134262873	19697815.5424966	0.519593682515875	0.512404979197049	0.514856623233425	0.001	10	10	9	9.80101753610039	19.1419048307417	0.1	0.0530762609367925	0.0469471909181132
95272	0.483529928090872	-0.00102079318825638	3.38000499241141	0.104001552883622	20260849.2196897	7.03919386590995	13.6859000637641	0.0237205230298918	19702986.4381505	0.519211185249362	0.513167045449401	0.515511204883218	0.003	10	10	9	10.0047065373542	19.2911668815286	0.1	0.0557574738716283	0.0717908306953445
95273	0.485164949373145	-0.00105775831116493	3.37319591780038	0.115440803727083	20283612.546759	7.03903763693993	13.6721439046272	0.0324104255847601	19707576.6629779	0.518088867210324	0.513690883819286	0.515999512367613	0.005	10	10	9	9.88219190436169	19.4670745668178	0.1	0.0576685891154191	0.0300853540168915
95274	0.00139289197901217	0.00160800688409949	6.26717502952079	0.0432069834457482	18997173.855028	6.48534271690489	12.5563054758534	0.0364635841900125	19594443.9209264	0.0691029687486335	0.489137717442168	0.54386402488986	1e-04	1	10	7.5	9.98074043773339	17.5919390975466	0.25	0.0638948435024483	0.23741142179811
95275	0.00196861511716904	0.00165011819798397	6.27559568962084	0.0331162446207047	18968521.6495745	6.38776811521027	12.5637553858376	0.0314590753319803	19582523.7648379	0.0681117989519375	0.483287871193899	0.533568620999647	0.001	1	10	7.5	9.63687725774699	17.5798296836282	0.25	0.0331541221852836	0.175775283482422
95276	0.00170093867745896	0.00163846848456652	6.2713701062616	0.0372401894454671	18992478.9027177	6.30851563687139	12.5480433356064	0.0382657248243354	19612321.9582641	0.0660025508642245	0.478179802131799	0.527318101907198	0.003	1	10	7.5	9.85777341877148	17.8783481605814	0.25	0.0109356847327392	0.186370552346345
95277	0.00260355399528586	0.00158603668056801	6.26407451775275	0.0375524874922259	18988497.5796514	6.40373633517688	12.54361522102	0.0359364294422057	19569208.007421	0.0660985168853348	0.485137937992811	0.53589726156366	0.005	1	10	7.5	10.0400241562951	17.7345757688579	0.25	0.0412036716571769	0.233612241088253
95278	-0.000221461531721292	0.00257352372093234	6.24747958537462	0.0705520513675539	18675572.6079386	6.66910202364341	12.5634669328029	0.0415216948163441	19607091.4468237	0.116391235480973	0.517456456905627	0.544209412764558	1e-04	2	10	7.5	9.96430043850182	17.8801121722625	0.25	0.116168130542509	0.205582792026807
95279	0.000886139962563275	0.00251163939066182	6.23189886628874	0.0582279482401286	18688429.9230297	6.58338746613554	12.519110609861	0.0368517656994119	19595759.4246773	0.110577131818171	0.511859565369778	0.539874486879902	0.001	2	10	7.5	9.85513470293854	17.7158434387854	0.25	0.0983785818078637	0.202374297988743
95280	0.000418893935301483	0.00242976570211288	6.22328396900871	0.0706709639470828	18736568.4754003	6.51066454199421	12.4893304320251	0.0535676321041205	19630418.6551199	0.10484353519155	0.507014295421511	0.53558195542306	0.003	2	10	7.5	9.94364601275316	17.6890768004019	0.25	0.0817118818719491	0.221067325031997
95281	0.000313195336637971	0.0025373115406304	6.23738390327744	0.0592177528133561	18690768.2639372	6.61626881375293	12.5347761012747	0.0347397329879463	19609830.9227813	0.112868069665227	0.514319023477999	0.541347030753334	0.005	2	10	7.5	10.0149957364686	17.7887337283785	0.25	0.105461483786867	0.223790184592629
95282	-0.00979100243407858	0.00519639081887901	6.09661006099563	0.217361737797051	17955325.6057285	6.93953203897819	12.5545156053499	0.047334428711407	19645950.9466819	0.265335613662297	0.548715671339286	0.556788078406508	1e-04	5	10	7.5	9.93419660479335	17.6643415406342	0.25	0.190869998894264	0.22186511467762
95283	-0.00778309840572275	0.00537253666598175	6.10915595256913	0.193206052749411	17898026.7612467	6.88875810766159	12.5454232871083	0.0441420801717801	19642963.8207118	0.26249800268872	0.545126873023446	0.553083677550879	0.001	5	10	7.5	9.95014640384592	17.6014944919832	0.25	0.17885559471809	0.231031607215358
95284	-0.00996021837204667	0.00524013244274362	6.09023708062383	0.208585392499654	17978406.0384815	6.97896096258526	12.5735831875078	0.025110219089792	19666255.7841563	0.272963609471089	0.551466576381893	0.558632407894771	0.003	5	10	7.5	10.0166301390433	17.7027923604852	0.25	0.198358859590169	0.232659875152781
95285	-0.00777839416872979	0.00544478167661061	6.11941502081644	0.200527199923478	17861311.515662	6.92563405286631	12.5879189687535	0.0428175873753771	19614726.7174171	0.268554193669929	0.546329445263406	0.554032587580553	0.005	5	10	7.5	9.9675256859985	17.6855258525364	0.25	0.182416386331625	0.225685449962826
95286	-0.109935289677405	-0.00522841717087729	4.87984532136147	1.93411240094875	21101395.9533332	7.05762758349109	12.6107287437924	0.0398095584114161	19675975.964829	0.521094633776483	0.558009090725917	0.561296181297347	1e-04	10	10	7.5	9.90436929928591	17.9014062180693	0.25	0.213177361002882	0.192574844784921
95287	-0.129421826770923	-0.00576388682730687	4.90332132170783	2.05111847021095	21147306.3916338	7.01267222271545	12.6010488549151	0.0251049293270388	19699854.8724953	0.516961424663401	0.554804595425299	0.558225328267143	0.001	10	10	7.5	10.0215261369034	17.9554499356077	0.25	0.203103117510929	0.208311818946586
95288	-0.129656300283603	-0.00578604418387884	4.90455196870909	2.05050660677307	21142870.8529679	7.01217072858721	12.5935991672961	0.0253338269145211	19695421.5353324	0.515897717103497	0.555210173026417	0.558398515869585	0.003	10	10	7.5	10.0246746508305	17.5445930022162	0.25	0.204037001558657	0.249859111311637
95289	-0.125488774482752	-0.00572737495937728	4.89783418590681	2.03281320140313	21140863.3825055	7.05713299696217	12.6371530628127	0.0372846500085712	19691095.3407719	0.521592716539019	0.55669239229269	0.560194134583232	0.005	10	10	7.5	9.91038849726717	17.8332218608299	0.25	0.209307792803038	0.200552696218974
95290	0.00330774805475271	0.00118202175065288	5.35029825972165	0.0288052455793696	19139343.8715776	7.49210242388993	10.9198608218097	1.89772149949298e-06	19463009.108978	0.120574814857904	0.621500195765712	0.750697224356406	1e-04	1	10	5	10.2739364206211	15.1314629707663	0.5	0.54248377771909	0.527199084043821
95291	0.00155785585273405	0.00102248180009256	5.33499576233444	0.0476938866316971	19216243.5715622	7.45157494975736	10.910273416692	7.52186367983717e-05	19512220.5154255	0.122581334330993	0.639998360464443	0.725975646815147	0.001	1	10	5	9.78277843263115	15.2749758731988	0.5	0.535843296181666	0.438585113790574
95292	0.00232160526537667	0.00113909895478459	5.34668542167439	0.0442143457381264	19158808.607288	6.43610581188204	10.8151272870927	1.59993953063399e-05	19512938.0535817	0.0822335725852915	0.568717120470705	0.621487237006104	0.003	1	10	5	10.0303909977869	15.2065113055041	0.5	0.319616301657702	0.483956277590848
95293	0.00256860632567395	0.00107459480079447	5.33552618489606	0.042971811445109	19210895.8773153	7.44016697185768	10.9053443584512	4.21404468842151e-05	19511029.081078	0.12185076655871	0.638156538710734	0.726342687962813	0.005	1	10	5	9.72430124313077	15.0517475334719	0.5	0.534260803594798	0.452151249005739
95294	0.000580781176160415	0.00145783100600013	5.28902653595467	0.0788766204511611	19058212.3665449	6.00029771486618	10.6609877483158	0.0489933334847225	19575936.2942183	0.0827192405163337	0.536878839280946	0.588776279460583	1e-04	2	10	5	10.0257199281497	15.3303327255771	0.5	0.223256869087943	0.470899562780187
95295	-7.89824273193062e-05	0.00143786267787847	5.28655959050401	0.0827885269917365	19086394.2019897	6.01311968686764	10.6569031286501	0.0510837313771956	19603276.2437515	0.0826960643205345	0.534124416965798	0.594368469621848	0.001	2	10	5	9.94600021145447	15.2336937174996	0.5	0.227724761254253	0.46835980357657
95296	0.000544862292854907	0.00146314348473054	5.2867814499388	0.0739219072169395	19080592.8365017	6.0002223824903	10.657054563515	0.0436826807266313	19600695.0195512	0.0831380643072869	0.539169168333978	0.586887256868602	0.003	2	10	5	9.8796891504777	15.1492613006549	0.5	0.223890068705761	0.466625713631647
95297	-0.000964372844839397	0.00138272019037874	5.28508578004858	0.0897410200542988	19108054.6237281	6.15282217193278	10.6726691310893	0.0497614233634	19605496.0822097	0.0871096166862461	0.548376647748417	0.604628677603553	0.005	2	10	5	10.0733680881354	15.1573584186319	0.5	0.26540263429445	0.495303826285816
95298	-0.00813295823039753	0.00171279217966562	5.04759545788141	0.246163980304848	19046086.6422235	6.6494965059924	10.5421355512318	0.0746394580999363	19627426.1694072	0.209263845628661	0.622972105910583	0.638536337739704	1e-04	5	10	5	9.89532272895393	15.3044208569992	0.5	0.414596422190548	0.453368194630163
