sim_id	d	r	kmercov	bias	length	kmercov1	kmercov2	bias.1	length.1	het	CI_l_prop	CI_u_prop	theta	X	maternal	paternal	mapping_monosomic	mapping_disomic	simulated_sperm	two_tissue_sperm	mapping_sperm
95299	-0.0124090461170457	0.00160787799235155	5.05365170189773	0.285718971255391	19071090.0100342	6.85299324906526	10.7191472394376	0.0488375229323416	19613616.7230266	0.253645913896654	0.633706461807833	0.644938769195606	0.001	5	10	5	10.0110234914455	15.1810635744414	0.5	0.43584447702474	0.483565283068835
95300	-0.011618748696707	0.00171245320036916	5.05375093076011	0.258360558141473	19070274.1387405	6.73004110722022	10.6246019544079	0.0539889790632561	19661252.3999643	0.230418442685183	0.626479179816543	0.640399548647842	0.003	5	10	5	9.93362052504596	15.013691752906	0.5	0.421316930291932	0.488598219042947
95301	-0.0116226108608127	0.00173395776953759	5.06156829060503	0.265976735991299	19045780.0306224	6.73694246566671	10.6472997543776	0.058547599448619	19641265.2490768	0.232528984377471	0.62491682867178	0.640557539680977	0.005	5	10	5	10.0545191902886	15.2857858526506	0.5	0.419564986840969	0.479709913188614
95302	-0.0240478279919272	-0.00096465783090705	4.42119226293189	0.636151116210591	19989465.1920469	7.01750705908072	10.7777403985929	0.0285754899326047	19677251.4863821	0.517491582315641	0.644507232375961	0.657715088732624	1e-04	10	10	5	9.92273430435528	15.0271866868775	0.5	0.46416393915181	0.485580060298322
95303	-0.0211282201909828	-0.000826421843350573	4.42539677523411	0.622793015323508	19953313.5244434	7.07286685052848	10.7321874293132	0.0626171990518	19685344.324831	0.517784428152447	0.653989395885869	0.664076822601916	0.001	10	10	5	9.9078806808954	15.3172953581405	0.5	0.482625552535137	0.454029085384965
95304	-0.0231428096050985	-0.000840419270025823	4.42688955349802	0.624648603512532	19977872.6587413	7.03865035400215	10.7100175570263	0.0531203318448231	19712835.2567334	0.511777479628166	0.650601921479078	0.663803086080312	0.003	10	10	5	9.90180178540614	15.0013599712539	0.5	0.478398980148712	0.484986844175796
95305	-0.0203373110831657	-0.00115344159508304	4.40009044888544	0.63754320264069	20059581.4498199	7.10927750251366	10.8672497435231	0.0361079586136456	19677904.9274906	0.540212960228637	0.648629376820311	0.659756400685321	0.005	10	10	5	10.0107486488336	15.4266924640792	0.5	0.471398853163248	0.458987134206328
95306	0.00349748061833664	0.00200585878702322	10.8195607002466	0.0285985185104594	18771849.148682	10.8714785592234	21.6449717849433	0.0287194509871156	19487967.269098	0.0798757318018671	0.496453793632451	0.508073139203358	1e-04	1	15	15	14.8915514912094	30.5677808747514	0	0.0090130641356384	-0.0526928233633548
95307	0.00350400621279561	0.00200048780102843	10.8128751703793	0.0254235898272546	18778732.1893114	11.1628900615412	21.6487308510093	1.10424800886311e-05	19424473.512467	0.0845094301667445	0.509576674066131	0.521697642970407	0.001	1	15	15	14.7576757645167	30.5995750136554	0	0.060651790740616	-0.0734684446197758
95308	0.00371057790627809	0.00198679189746601	10.8086758041935	0.0211544178991424	18794906.1321519	13.7795595470449	21.8031424897567	3.33319739836894e-06	19186656.4108454	0.0962504543807795	0.590688235268893	0.673309333294321	0.003	1	15	15	14.9577038777814	30.6130164138733	0	0.417718475302609	-0.0466387531141559
95309	0.00347203391905393	0.00188554853653786	10.7759621907985	0.0251995911246545	18852012.3925099	13.447312053098	21.7179192372591	5.02259455837655e-08	19267447.7942064	0.0878134652341931	0.583349140526395	0.655011855864817	0.005	1	15	15	14.8607985369623	30.7064433796691	0	0.384962054014675	-0.0662714256770898
95321	0.00385028020220653	0.00322344127504788	10.7631027091251	0.0266876860750461	18380810.5886749	10.7086089842521	21.5251109617849	0.0313924026577821	19539895.904983	0.122587702199928	0.494447119030361	0.500540456482154	1e-04	2	15	15	15.1624000606434	30.582520560515	0	-0.010075350910596	-0.0169973380333868
95322	0.00386612157765275	0.00328969895453934	10.7826411847292	0.0199477732417659	18333967.4593646	10.732818194058	21.5645549526908	0.0244358273400743	19513285.0954478	0.124948728859448	0.494338107568856	0.50107480195829	0.001	2	15	15	14.9256232303555	30.471719974731	0	-0.00921645767088108	-0.041571028857146
95323	0.00336900775935932	0.0033079920023377	10.7852799536193	0.0223713724051976	18348892.7542042	10.7081514412124	21.5669685685765	0.0278352593507885	19547121.4662863	0.125208959601394	0.493695004791978	0.499319048820953	0.003	2	15	15	15.1228261818777	30.3570228226091	0	-0.0140701863415782	-0.00736439455921012
95324	0.00361762836338779	0.00334308493715849	10.7887887243361	0.0191412465075218	18351357.9602007	10.7727052116611	21.5795933460796	0.021915259610156	19549350.9593876	0.127206145979056	0.496122720973865	0.502293239780856	0.005	2	15	15	14.8874965120431	30.6553680394658	0	-0.00317310481311606	-0.0591351954082695
95325	0.00430509464169171	0.00826481283527465	10.7883250467111	0.0111804183461709	16875199.2894721	10.6492996055857	21.5691878240946	0.0237403790170174	19581895.0275536	0.273785788173344	0.492612399661333	0.494842454219583	1e-04	5	15	15	15.0367467752291	30.3570844206136	0	-0.025409052514709	-0.0188598554191639
95326	0.00477591067388839	0.00840564433322856	10.8257347503143	0.0170741661748561	16816929.9029991	10.638303852624	21.6407536440949	0.0329781757297713	19570077.4159147	0.276735322345555	0.490673134902344	0.492500004774963	0.001	5	15	15	15.0219993745037	30.4064283113698	0	-0.0342296990094977	-0.024126586170516
95327	0.00482134585158041	0.00814098211871034	10.7583413536464	0.00841097374975682	16922852.6112314	10.5959899982284	21.5076574678223	0.0227685577199127	19602181.7004909	0.270170913424567	0.491744696797487	0.493577857653744	0.003	5	15	15	14.95648629974	30.5837416838176	0	-0.0297921639618646	-0.0448480392315982
95328	0.00493437927789815	0.00834023111868371	10.8139401704813	0.0102104468516585	16837285.7941602	10.6119988587992	21.6163268539257	0.0271334229970284	19577674.405933	0.274820450739361	0.489948841184067	0.49190149171576	0.005	5	15	15	15.0053770619676	30.4217286037297	0	-0.0369703334449558	-0.0273884806824449
95329	0.480315683673287	0.0003032643653882	5.38653247398682	1.30601909369247e-05	19437931.1673475	10.5932794589544	21.6450416036575	0.0146278684156527	19645998.8585219	0.519533038587497	0.488971331373069	0.489846788076919	1e-04	10	15	15	14.9203855886873	30.4688013147276	0	-0.0432805239893059	-0.0420920849276962
95330	0.483984616302694	0.000279904277094603	5.36996899993787	3.458669195699e-07	19456226.226024	10.5847123187709	21.551968116363	0.0162024628624292	19644632.8949916	0.516086066906118	0.490712467396245	0.491537716125011	0.001	10	15	15	14.9589290580154	30.3176659853309	0	-0.0361411314073032	-0.0267270382625335
95331	0.477452031035068	0.000440825316819736	5.41863136527095	2.18837356751954e-06	19443464.8303792	10.5876487737643	21.6578875839682	0.0229412639789345	19685480.4488138	0.520573801668441	0.48850688895789	0.489210696168153	0.003	10	15	15	14.9480739513221	30.4874088138338	0	-0.0455804727519329	-0.0395543207181757
95332	0.478123573877939	0.000412914520693084	5.41525870374871	1.81429962940327e-06	19441945.0330625	10.5970270791422	21.6330708318068	0.022696502115183	19666142.9474956	0.519824624472092	0.489451046460821	0.49025517846972	0.005	10	15	15	14.8862536502379	30.109817011051	0	-0.0414282864659754	-0.0226591403384966
95333	0.00304450534998536	0.00185895417554024	10.706527441917	0.0234306004563762	18900412.1675021	15.86325782561	22.0232674628591	6.10700859885132e-06	19304223.6438428	0.171022109914806	0.66274773755419	0.777843024226493	1e-04	1	15	14.85	14.778860291789	30.4513427107395	0.01	0.611680670832681	-0.0604662409359122
95334	0.00323443062942543	0.00192226080474079	10.7325920584858	0.0272905455019349	18849484.1032035	10.9101952519606	21.4783522122969	0.0233790360716243	19529180.6234849	0.0779109486758861	0.502324529565355	0.513600262441201	0.001	1	15	14.85	15.1113579563916	30.1426377384135	0.01	0.031350336426182	0.0052992043865806
95335	0.00341832925109672	0.00189428916912768	10.7223721325606	0.0233056493461171	18852458.6497631	15.8188559481831	21.8003256368961	7.7270413144631e-07	19020578.224684	0.124102977035178	0.64400486320044	0.807244646706912	0.003	1	15	14.85	15.1303588474541	30.1967667961423	0.01	0.62187722624783	0.00422666107332037
95336	0.00374795737097664	0.00199048686411348	10.7510894680071	0.0266590436958347	18808773.756924	10.8923750747665	21.5137705979925	0.0240379685835354	19508026.260108	0.0801602530500963	0.500418105797929	0.512177526860055	0.005	1	15	14.85	15.0603071245588	30.4317407997062	0.01	0.0248779122717006	-0.0206587122038997
95337	0.00335376918357513	0.00336231603193019	10.7527459949173	0.0213811392610704	18321772.7693519	10.8013823103712	21.5132220908017	0.0209233650874086	19518279.8848203	0.1287137867949	0.499175061586956	0.504987147568079	1e-04	2	15	14.85	15.0338394049165	30.5122985326742	0.01	0.00828991395432055	-0.0295745957413778
95338	0.00357503516756378	0.00333831961779635	10.743660570824	0.0231828950863434	18342101.6219123	10.7760011769579	21.493754481842	0.0236619085448813	19530829.7970535	0.127675930854647	0.498445850459494	0.504264140115812	0.001	2	15	14.85	14.9382458321603	30.2169296396078	0.01	0.00540533274980981	-0.0227896889040531
95339	0.00380644940058484	0.00332319786334594	10.7383802092732	0.0251618454479321	18329731.4857396	10.6899541070495	21.4761039869159	0.0296381590309596	19521800.9005635	0.126103130982765	0.494710915518257	0.500809884116748	0.003	2	15	14.85	14.9125447195956	30.2355197690158	0.01	-0.0089987077450091	-0.0275224877807261
95340	0.00336364153686448	0.00334835524554639	10.7441870142811	0.026024061086435	18342556.3970839	10.7582156096222	21.4929504816429	0.0272795432791744	19540859.3701199	0.127762019373146	0.497650066372828	0.503442419166632	0.005	2	15	14.85	14.8421440205543	30.2667755099403	0.01	0.00218258663458071	-0.0392455071197957
95341	0.00418261211615169	0.0083320913532538	10.7678789411512	0.0115407548700976	16841527.611447	10.6164247037556	21.5271115675846	0.0247877416205006	19569176.2167093	0.275313159106429	0.492237339931027	0.494093285097342	1e-04	5	15	14.85	14.9713740285678	30.2451032315237	0.01	-0.0277176326573771	-0.0201955527803366
95342	0.00482096737399462	0.00826832419050299	10.7411244099968	0.0128329034228358	16879505.8237226	10.6580741824934	21.4814211620767	0.0220283889967588	19563417.0417932	0.274955607934164	0.49498766798706	0.497318576751454	0.001	5	15	14.85	14.925113383873	30.2267995697614	0.01	-0.0155068161714778	-0.0252308168340145
95343	0.00442600496163773	0.00835562913595036	10.7649065291413	0.0123957707954224	16843940.4076395	10.6275875643542	21.5230503342469	0.0248115871126632	19571671.4031846	0.276221235196952	0.492957028678138	0.494597002865793	0.003	5	15	14.85	14.9263972481272	30.1625713288873	0.01	-0.0252056455819734	-0.0207536237635486
95344	0.00391456388905547	0.00830065402822999	10.7504816825131	0.021517676147844	16873041.6602814	10.6334041168077	21.4948684706524	0.0323022379581336	19586131.7088027	0.275028046684287	0.493884113514111	0.495505901253906	0.005	5	15	14.85	15.0859548104377	30.3240086590722	0.01	-0.0214475284238014	-0.010082161859027
95345	0.483146175297207	0.000257992448523308	5.35456637667601	1.84602381090557e-07	19506196.7157478	10.5880825674705	21.4659073751827	0.019785740048909	19669226.830171	0.517359549928156	0.492757125345577	0.493745087899943	1e-04	10	15	14.85	14.9369239446396	30.425890382601	0.01	-0.0273649396286222	-0.0369582449082437
95346	0.480800378514682	0.000236969200345664	5.36275795636353	2.31302040075562e-06	19513688.8296961	10.60685821427	21.5006211900294	0.0144093726619062	19661017.3496064	0.519460223403997	0.492834738237062	0.493821239794749	0.001	10	15	14.85	14.8744256709813	30.1005835626021	0.01	-0.0270489862024752	-0.023646776582823
95347	0.481401590047564	0.000305877762189285	5.37405050837182	3.97057322969187e-05	19516241.5820893	10.5870224394545	21.4590602860303	0.0203445294252849	19678379.9245103	0.517429353229932	0.493011817346452	0.493706361207394	0.003	10	15	14.85	14.9227095950126	30.0479455599232	0.01	-0.0269212055373698	-0.0135716887478456
95348	0.483062821505082	0.000282678146996129	5.36387742163848	6.01768329527685e-06	19484775.0182513	10.6055977847642	21.4952744996655	0.0242545018250055	19659395.1175162	0.517698014217866	0.492814531066481	0.493969590711472	0.005	10	15	14.85	14.967986306227	30.1580180934368	0.01	-0.0267857537031246	-0.0148346929533483
95349	0.00342646939454617	0.0018642497443248	10.5046949912701	0.0328591021366078	18864968.1167367	15.8824068970848	21.4453752078422	1.90147651393256e-06	19033040.9729515	0.144288390849737	0.66167922283947	0.819517234966208	1e-04	1	15	14.25	15.2575831169948	29.5734413893337	0.05	0.649740222196519	0.0617217574654372
95350	0.00327880757161697	0.0019115640902749	10.516354303557	0.0297653370190476	18844543.7956674	15.6539267079546	21.442405033321	1.18849620021145e-05	19038835.8475823	0.138052805345688	0.654508630811412	0.805581940524105	0.001	1	15	14.25	15.0931477903029	29.5671078498422	0.05	0.630221960703	0.0410244264063604
95351	0.00345092460167767	0.00189975973843833	10.51793039777	0.0309287354886346	18855292.3631133	15.5347225854505	21.4309692569863	1.00364001245479e-06	19053676.0355054	0.134483530963779	0.649730744526451	0.800014472236094	0.003	1	15	14.25	15.0083181264459	29.6862060421486	0.05	0.620447250402907	0.0220164716632008
95352	0.00363260003094715	0.00192968600983595	10.5186215227239	0.0247260704775431	18843689.9677665	15.1788488338181	21.3882029427801	6.77123357174362e-06	19084636.5015929	0.124937214471743	0.637624778918228	0.781741670374041	0.005	1	15	14.25	14.6857152095859	29.5616248322216	0.05	0.590920617436566	-0.0129509806186117
95353	0.00388115696015172	0.00329014955694657	10.5236341469956	0.0277702589518524	18351265.5732681	11.795909635773	21.4620755994854	4.96600801079841e-05	19853496.8381024	0.175638481328435	0.530053633297503	0.569179251340723	1e-04	2	15	14.25	14.7779947012082	29.5062117924012	0.05	0.180549337679038	0.0033683602560185
95354	0.00350058673190169	0.00317255639438877	10.4803055971081	0.0284555213768672	18446840.4230204	10.6782311828802	20.9830021202433	0.0208883365780567	19558633.792664	0.124344584541017	0.506151315436579	0.511646912070474	0.001	2	15	14.25	14.9253834706908	29.6836947080699	0.05	0.0349739801584226	0.0111938318797492
95355	0.00328424649542597	0.00325153229514288	10.5077820127229	0.0305650306276952	18386787.8249778	10.7168911175868	21.039332514332	0.0220727269462932	19524315.910076	0.127302538115242	0.506237577754901	0.512510627330639	0.003	2	15	14.25	15.0255090788659	29.7555354195153	0.05	0.03680635704083	0.0196654061213879
95356	0.00322258624124024	0.00328931516721726	10.5226454421758	0.0328283009058524	18377018.8318556	10.7198642427643	21.0680063022095	0.0248316297763029	19530085.4910988	0.128442400514694	0.50565842594351	0.511985492421946	0.005	2	15	14.25	14.9334796153965	29.884696118438	0.05	0.0346760159364896	-0.00118772637736164
95357	0.00319524823901729	0.0081518697346529	10.5258551025731	0.0345947983410926	16943534.8171524	10.6276188796878	21.0713235899091	0.0291683616035481	19554334.2320269	0.27555547143536	0.503289241337312	0.505438932224341	1e-04	5	15	14.25	14.92191588307	29.6799185992997	0.05	0.0173053034314214	0.0109847266346187
95358	0.00303121449529575	0.00825204704445996	10.53887477059	0.0300819482854261	16927577.6377769	10.6542994152725	21.0985787883834	0.0235473591641494	19562746.1035917	0.278499869072938	0.504126194157926	0.505828032819543	0.001	5	15	14.25	15.1270825346242	29.9633161960528	0.05	0.0197122339044224	0.0192270302307057
95359	0.00200019433494256	0.00811245025853627	10.5192154098242	0.0332779706191695	16979202.9302332	10.6246741581668	21.0565120533197	0.0266224796386018	19593628.2709756	0.274420333861304	0.503495329815201	0.505662704645853	0.003	5	15	14.25	14.9880273142754	29.6104683060372	0.05	0.0181498519524641	0.0243918905969297
95360	0.00342125779771892	0.00815258470428016	10.5142969489997	0.0290792090866277	16978271.5975933	10.6302479927065	21.0502955348701	0.0227334233984397	19587470.3869167	0.275931443537696	0.504062306313692	0.505923323113439	0.005	5	15	14.25	14.9820896973879	29.8681743732092	0.05	0.0197738049655213	0.00640798603570891
95361	0.484692003456047	-0.000112007091888324	5.25903555107603	0.0367155956763552	19764105.2899615	10.580441341711	20.9974536589586	0.0215780872868121	19664611.8550379	0.515313141951411	0.503523090995755	0.504260187258733	1e-04	10	15	14.25	15.0438511068519	29.6850400682182	0.05	0.0154463333981273	0.0267658954230279
95362	0.480990665027826	5.06405652233754e-06	5.28512237745662	0.0197858831586185	19655460.7048775	10.5916039904157	21.1061038578672	0.0184129677997919	19627989.6290228	0.51945531822832	0.501317535385776	0.502335631654592	0.001	10	15	14.25	15.0139549430296	29.499024039235	0.05	0.00727973997460363	0.0352262844021481
95363	0.480020394569326	-0.000100742793316544	5.27497941868781	0.0364538961032693	19728489.0897106	10.6035492526706	21.0634786220011	0.0228463674206569	19639995.320494	0.519908532887029	0.502988070896492	0.503830360470779	0.003	10	15	14.25	14.945193232389	29.5555733457274	0.05	0.0135445104198416	0.0224027293487915
95364	0.482423987659308	-4.25970842134175e-05	5.27041950665835	0.0242750879690097	19711176.2878154	10.5703574537775	21.0569485727681	0.0180386270764064	19665136.6235324	0.51767315025436	0.501589746010066	0.50238833915728	0.005	10	15	14.25	14.9482105735601	30.0029079999752	0.05	0.00792464542028948	-0.00712371907868015
95365	0.00324071377472704	0.00178001810206611	10.2253905214469	0.0455429852616087	18899557.6602299	12.8381638235083	20.6595379685088	9.39985587557414e-06	19316706.6134269	0.098671440884079	0.594183891518926	0.648647757773269	1e-04	1	15	13.5	14.8431070799127	29.0376589114564	0.1	0.3907715891054	0.0436940355464184
95366	0.00291933168188137	0.00181679979568631	10.2286749418679	0.0286090684395255	18900103.9709541	15.5952171112937	20.8868788989359	1.81208906375502e-05	19073438.4952315	0.146236492698705	0.664932048166137	0.828370726916088	0.001	1	15	13.5	14.9387056257794	28.8991457946213	0.1	0.660686879196436	0.0654852891169719
95367	0.00262502709343197	0.00184968073804437	10.2402669748885	0.0372024298772826	18906011.8663258	10.9749050319176	20.5347862663734	5.28735847226587e-07	19488204.5833307	0.0840086336161383	0.52806977620781	0.540838844466704	0.003	1	15	13.5	24.8975679831493	28.9987175858207	0.1	0.128932668970399	0.835279108166426
95368	0.00276128827155561	0.00183539073013098	10.2398511680037	0.0361184937206995	18898815.6298808	10.9440089678516	20.5309083327175	3.35942637410859e-07	19475917.8309965	0.083002600994531	0.526005871224298	0.540094935471283	0.005	1	15	13.5	14.9498117706441	28.9681017269338	0.1	0.124004796320275	0.0623099359808372
95369	0.0027659551325978	0.00319345078251082	10.249063424661	0.0458997466435294	18412512.31079	10.648013199086	20.5436560716353	0.026632394599172	19510831.8093363	0.128801696179049	0.515333117015203	0.521289883482528	1e-04	2	15	13.5	14.8707032417929	28.9603654956232	0.1	0.0706582826739246	0.0525221285949373
95370	0.00318594228956445	0.00319105905772081	10.23662927822	0.0363372611890335	18415921.9611842	10.7198280386786	20.5282641738293	0.00638492320649773	19479806.568558	0.13102940738021	0.519037043309722	0.525359886494492	0.001	2	15	13.5	14.9159562725212	29.0634670408736	0.1	0.0850192652568188	0.0515183532405804
95371	0.00213061608385696	0.00313717636634081	10.2306987943729	0.0466003646827779	18461115.5558196	10.6413095664109	20.5071399152584	0.0264580469962314	19549739.8096339	0.126975855852569	0.51583805319756	0.521977030757003	0.003	2	15	13.5	15.0402122620217	28.9496510681321	0.1	0.0728744157590516	0.0751833442382086
95372	0.00290828738144697	0.00322882959598586	10.2579183177481	0.0404415879669054	18403028.4652302	10.6523465746927	20.5611216099295	0.0212647241116153	19511078.3557371	0.129976125796204	0.514480510629548	0.521683447424999	0.005	2	15	13.5	14.9943349498892	28.9554969210078	0.1	0.0698035436832706	0.0689042216426035
95373	0.000882962368953074	0.00805469641270049	10.276451938717	0.0457425771645477	17009232.1598613	10.6034991233999	20.608329105474	0.0186207208375182	19546898.2173682	0.278972445407179	0.513311680868444	0.515738182333065	1e-04	5	15	13.5	14.8612176201109	29.0291884275076	0.1	0.0564595832336753	0.0466480493345354
95374	0.00113752056303594	0.0078122213342757	10.2242435675163	0.0496552275578357	17096416.6790808	10.6064251060415	20.51604875209	0.017589440003275	19555851.1535259	0.274197935879939	0.51592341619245	0.518040309884287	0.001	5	15	13.5	14.9405994569875	28.8008480923613	0.1	0.0656961655813793	0.0723097372849009
95375	0.000535350500238495	0.00790275022514051	10.2350674875973	0.0566569027141801	17094764.9427577	10.6066979168832	20.5353744769313	0.0251746865865317	19590625.366605	0.276303630202127	0.515573363888055	0.517443874614058	0.003	5	15	13.5	15.0414900479699	28.9252280735257	0.1	0.0639238867881643	0.076970567325566
95376	0.000622824011458052	0.00794530875443715	10.246859665232	0.0598729582013508	17076026.363728	10.6243460571609	20.560477765569	0.0277389042292846	19578867.9680759	0.277673260865635	0.515655853802469	0.517816828914337	0.005	5	15	13.5	14.8856793333518	28.9699427605465	0.1	0.0647771020493949	0.0538380471734
95377	0.485210346109315	-0.000165488489457079	5.17943867472659	0.0641860845230159	19947388.1894708	10.5522639028185	20.5326558632185	0.0320343223747871	19671322.5302192	0.517111348997344	0.511263931787131	0.516587893433538	1e-04	10	15	13.5	15.0095990249888	28.791464850839	0.1	0.0541942418882979	0.0817965354767042
95378	0.479463823382396	-0.000138182849603442	5.20235032706914	0.0511672764370941	19927420.5892751	10.5775740180148	20.6106719117794	0.0217735388226874	19668398.4643754	0.522462904592747	0.51056435979061	0.515852834494984	0.001	10	15	13.5	15.0312353273153	29.0086841118062	0.1	0.0514745747297913	0.0701064496614874
95379	0.483423445269073	-0.000170534127544505	5.1836741426011	0.0611213813549247	19983106.9146815	10.5651202338315	20.536594949118	0.0271963440833906	19694855.7905017	0.518869476036071	0.511675529187147	0.517231186849068	0.003	10	15	13.5	15.0297915480311	28.931037980082	0.1	0.0561891871939171	0.0750872101168989
95380	0.485310752254759	-0.000226124612369549	5.17102448134909	0.0648497159060481	20046341.8133966	10.565349850717	20.4848356532852	0.0232786575213747	19717562.0127225	0.517034958416551	0.51306107545478	0.518467810550472	0.005	10	15	13.5	15.0081638515758	28.7813879505253	0.1	0.0611303986403224	0.0822845329274997
95381	0.00184047359119042	0.00161509845534982	9.4122568445158	0.0539579294368723	18983269.6737458	10.342880236081	18.8960590000246	0.0229087902710804	19516691.7477497	0.0774215093457781	0.53991873400459	0.554794214983081	1e-04	1	15	11.25	14.9574259166796	26.7779613466498	0.25	0.173037048799429	0.209721278526363
95382	0.00239897788223575	0.0014688079034442	9.36695980426767	0.0481582777219788	19061575.9002496	10.3406128329734	18.8035585335572	0.018697974131092	19535478.2704704	0.0715838720130003	0.542655743536099	0.557201266456918	0.001	1	15	11.25	15.10968281893	26.6243486201217	0.25	0.18158180397222	0.237928026737552
95383	0.00178438383407781	0.00156359409039183	9.39737149396518	0.0528436342121439	19011248.1379368	10.4119103855041	18.871953974314	0.0194169655489407	19522423.5704995	0.0766187475291085	0.543764408440926	0.559662443879234	0.003	1	15	11.25	14.917449883991	26.7209640572548	0.25	0.187464809475471	0.20874450626236
95384	0.00141982511116515	0.00158176640274589	9.40128594774844	0.0523130234543807	19022826.3887351	10.3861169254377	18.8773799138336	0.0194903905771545	19548341.1653588	0.0769124622096771	0.543514468465683	0.556862487748098	0.005	1	15	11.25	15.3402843475217	26.4019764953734	0.25	0.182441036495643	0.278912183290868
95385	0.000218647173117358	0.00268868362176435	9.39375969355233	0.0907756088988392	18618558.3793975	10.511063163946	18.9352094311376	0.0242583916108127	19497769.409967	0.130158741099338	0.551182027457946	0.559031535499673	1e-04	2	15	11.25	15.1057988597163	26.546464211926	0.25	0.198544796487641	0.242630895694015
95386	0.000799014162717206	0.00257368496551425	9.35713031466149	0.0731130424504491	18691361.0223954	10.4558790565938	18.8520768476883	0.0112555199047016	19529593.0222932	0.12452663416718	0.550517521057212	0.558737352140052	0.001	2	15	11.25	14.8891324842972	26.6183060445983	0.25	0.196987862460058	0.212232574821182
95387	0.000110163483129236	0.00273387933205287	9.39756081721065	0.0812667212223581	18632795.885568	10.5120148633723	18.9428924789437	0.0141957749835676	19527699.4391012	0.131850593056105	0.551342920636805	0.558520831697444	0.003	2	15	11.25	14.7442107299728	26.6219815576852	0.25	0.197977007724023	0.194411213645594
95388	-1.28342017589825e-05	0.00267594074238272	9.38713823887266	0.0976728160114134	18645110.9309059	10.5399652484597	18.9283675662276	0.0281296747418292	19520447.9152171	0.130919789430386	0.552579891612652	0.561088808192752	0.005	2	15	11.25	14.9661558182407	26.6246824271122	0.25	0.204133778430268	0.221007267967762
95389	-0.00598831841712429	0.00612860030083219	9.25257278837348	0.186312281102253	17714529.6029773	10.5244079130215	18.8798824241575	0.0144674300112319	19571254.975073	0.274463639684999	0.556157685459504	0.558722977097492	1e-04	5	15	11.25	14.9251501524189	26.5639256986419	0.25	0.206086025913339	0.22019038821283
95390	-0.00689868446197489	0.00637403192999075	9.30260365599936	0.180839751425141	17631830.0346214	10.5132043815462	18.9571434252151	0.0183482703939103	19575266.8764223	0.277650050705748	0.553365261707326	0.555789651111705	0.001	5	15	11.25	14.8414192899013	26.7382750430736	0.25	0.196825369580894	0.198401748458963
95391	-0.00819665239808096	0.00608705361618395	9.25452688925458	0.207136254163555	17727686.7669096	10.5660819021687	18.9045696669843	0.0224161354428014	19585103.5962128	0.276391428782675	0.557637827274712	0.560195806423043	0.003	5	15	11.25	14.8745124358095	26.8395050937189	0.25	0.210824992459682	0.195604379669992
95392	-0.00709925825370277	0.00619351058310422	9.27104893279367	0.190507784526118	17690543.1802597	10.5466188652974	18.9201617801005	0.0154703687364652	19572457.3630086	0.276719796373157	0.556223699466274	0.558631341190926	0.005	5	15	11.25	14.9944343922665	26.6809619609385	0.25	0.206044797697639	0.220608976441324
95393	-0.111158240038567	-0.00405932309815138	7.41617033844133	2.79065891033189	20806749.9472767	10.5485295872613	18.9619176982789	0.0291984621604833	19658634.7723849	0.520722553979924	0.553614755961465	0.55898680207807	1e-04	10	15	11.25	15.0382162133838	26.6569302458497	0.25	0.202411289514906	0.22738748614843
95394	-0.108163778587609	-0.00388651300171285	7.41216182488519	2.72015688340809	20763680.6938018	10.5441612508633	18.8872661193054	0.022773743447435	19647634.7094432	0.518195226242314	0.555502268782976	0.561034257388562	0.001	10	15	11.25	14.9545152952709	26.6902479277845	0.25	0.208746464517601	0.215238180522988
95395	-0.12109618575923	-0.00411039672895363	7.44811906021201	2.82013212535474	20744010.1592747	10.5781237256313	18.9884268464618	0.0267773043922816	19670211.3058536	0.52190419492833	0.554176957462772	0.559988403487328	0.003	10	15	11.25	14.9091743118014	26.74827936126	0.25	0.204934321154523	0.205918127867932
95396	-0.112429633680459	-0.00395536987018591	7.42056031932172	2.74987534557077	20779979.5299236	10.5539840021914	18.9074020129146	0.0295041291248814	19684450.3689215	0.519348711190005	0.555435628920912	0.560950852414021	0.005	10	15	11.25	14.953264943918	26.3968979982962	0.25	0.208505716041571	0.234706728109388
95397	0.00107738847316324	0.00108275909665636	8.02203589757265	0.0674679819796877	19169828.2465011	9.66950798149476	16.1741740863104	0.0170803599420391	19498526.9270174	0.0728207505187377	0.585010271401646	0.610662277922389	1e-04	1	15	7.5	22.5811245807881	23.1971867222491	0.5	0.327301232155339	0.972717827260687
95398	0.00123025369454165	0.00111413351425663	8.02953587397915	0.0744369941838356	19159392.9026866	12.9136238856261	16.6858697589229	2.82088377721624e-05	19343741.3541854	0.219925298172944	0.726368247373887	0.821483206844782	0.001	1	15	7.5	14.883996858398	23.0007233773789	0.5	0.707886344940275	0.454667546882664
95399	0.00142601386408621	0.00102663670992872	8.0130914610095	0.0731840955920904	19201241.6282745	9.37578438796934	16.1199649990257	0.0367261198855467	19523165.1014666	0.062095584462399	0.569404407512677	0.593846801598016	0.003	1	15	7.5	14.83839349127	23.0822099523759	0.5	0.280680918845548	0.444426617614902
95400	0.00115546212972881	0.00108441418652619	8.02185299899054	0.0680386151017696	19183415.6977244	9.58243404953543	16.1636340886027	0.0213794889071595	19516464.8723746	0.0704339185164613	0.578671934250801	0.607006236513059	0.005	1	15	7.5	15.1116448733584	22.7778253635767	0.5	0.313201634882493	0.492697151470674
